2021-06-12T12:52:35.466051,36.572,-121.5173,33
2021-06-12T12:52:50.448588,36.572,-121.5173,33
2021-06-12T12:53:05.539454,36.572,-121.5173,33
2021-06-12T12:53:20.617474,36.572,-121.5173,33
2021-06-12T12:53:35.672412,36.572,-121.5173,33
2021-06-12T12:53:50.727028,36.572,-121.5173,33
2021-06-12T12:54:05.707163,36.572,-121.5173,33
2021-06-12T12:54:20.792930,36.572,-121.5173,33
2021-06-12T12:54:35.777419,36.572,-121.5173,33
2021-06-12T12:54:50.842571,36.572,-121.5173,33
2021-06-12T12:55:06.344099,36.572,-121.5173,33
2021-06-12T12:55:21.325602,36.572,-121.5173,33
2021-06-12T12:55:36.381184,36.572,-121.5173,33
2021-06-12T12:55:51.449125,36.572,-121.5173,34
2021-06-12T12:56:06.403161,36.572,-121.5173,34
2021-06-12T12:56:21.448115,36.572,-121.5173,34
2021-06-12T12:56:36.515652,36.572,-121.5173,34
2021-06-12T12:56:51.487065,36.572,-121.5173,34
2021-06-12T12:57:06.567381,36.572,-121.5173,34
2021-06-12T12:57:21.622532,36.572,-121.5173,34
2021-06-12T12:57:36.601460,36.572,-121.5173,34
2021-06-12T12:57:51.637855,36.572,-121.5173,34
2021-06-12T12:58:06.646674,36.572,-121.5173,34
2021-06-12T12:58:21.692871,36.572,-121.5173,34
2021-06-12T12:58:36.692248,36.572,-121.5173,34
2021-06-12T12:58:51.689563,36.572,-121.5173,34
2021-06-12T12:59:06.678854,36.572,-121.5173,34
2021-06-12T12:59:21.666283,36.572,-121.5173,34
2021-06-12T12:59:36.740458,36.572,-121.5173,34
2021-06-12T12:59:51.725045,36.572,-121.5173,34
2021-06-12T13:00:06.742158,36.572,-121.5173,34
2021-06-12T13:00:21.728833,36.572,-121.5173,34
2021-06-12T13:00:36.737833,36.572,-121.5173,34
2021-06-12T13:00:51.717308,36.572,-121.5173,34
2021-06-12T13:01:06.730622,36.572,-121.5173,34
2021-06-12T13:01:21.710806,36.572,-121.5173,34
2021-06-12T13:01:36.727688,36.572,-121.5173,34
2021-06-12T13:01:51.711853,36.572,-121.5173,34
2021-06-12T13:02:06.727816,36.572,-121.5173,34
2021-06-12T13:02:21.709633,36.572,-121.5173,34
2021-06-12T13:02:36.721165,36.572,-121.5173,34
2021-06-12T13:02:51.702751,36.572,-121.5173,34
2021-06-12T13:03:06.723845,36.572,-121.5173,34
2021-06-12T13:03:21.705550,36.572,-121.5173,34
2021-06-12T13:03:36.717613,36.572,-121.5173,34
2021-06-12T13:03:51.699244,36.572,-121.5173,34
2021-06-12T13:04:06.721339,36.572,-121.5173,34
2021-06-12T13:04:21.704006,36.572,-121.5173,34
2021-06-12T13:04:36.724733,36.572,-121.5173,34
2021-06-12T13:04:51.712565,36.572,-121.5173,34
